v YEARS/GAS >,TOTAL_INCLVOLCANIC_RF,VOLCANIC_ANNUAL_RF,SOLAR_RF,TOTAL_ANTHRO_RF,GHG_RF,KYOTOGHG_RF,CO2CH4N2O_RF,CO2_RF,NON_CO2_RF,CH4_RF,N2O_RF,FGASSUM_RF,MHALOSUM_RF,CF4,C2F6,C6F14,HFC23,HFC32,HFC43_10,HFC125,HFC134a,HFC143a,HFC227ea,HFC245fa,SF6,CFC_11,CFC_12,CFC_113,CFC_114,CFC_115,CARB_TET,MCF,HCFC_22,HCFC_141B,HCFC_142B,HALON1211,HALON1202,HALON1301,HALON2402,CH3BR,CH3CL,TOTAER_DIR_RF,OCI_RF,BCI_RF,SOXI_RF,NOXI_RF,BIOMASSAER_RF,MINERALDUST_RF,CLOUD_TOT_RF,STRATOZ_RF,TROPOZ_RF,CH4OXSTRATH2O_RF,LANDUSE_RF,BCSNOW_RF
2172,11.28072,0,0.032265625,11.248455,11.505588,11.485165,11.221281,9.5066362,1.7418188,1.0376583,0.67698663,0.2638841,0.0204232,0.016765048,0.0056418887,0.00018653765,0.0033085212,0.0050724662,0.0033547709,0.050281491,0.094030196,0.022594828,0.00004816907,0.01265108,0.049949102,0.00046721963,0.014483097,0.001190463,0.002237708,0.0014209433,0.00000080403863,0.00000000000000003163019,0.0000044845089,0.0000071513945,0.000004892271,0.000000054900043,0,0.000034036754,0.0000000063033774,-0.0000079503597,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42529399,0.17880006,-0.27999134,0.04977957
2173,11.301749,0,0.025655,11.276094,11.533452,11.513375,11.249266,9.5337563,1.7423377,1.0370269,0.67848227,0.26410901,0.02007702,0.016820399,0.0056639703,0.00018707911,0.0032988422,0.0050689246,0.0033524586,0.050263176,0.093955455,0.022597693,0.00004766159,0.012641393,0.050211956,0.00044918551,0.014200625,0.0011631943,0.002223065,0.001419298,0.00000074535445,0.000000000000000025907678,0.0000041278757,0.0000067809733,0.0000046279831,0.00000005062914,0,0.000033020801,0.0000000058772915,-0.0000079956346,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42517968,0.17868995,-0.27999134,0.04977957
2174,11.375786,0,0.07252875,11.303258,11.560834,11.541096,11.276765,9.5604017,1.7428563,1.0364133,0.67994978,0.2643315,0.019737407,0.016875026,0.0056857621,0.00018761342,0.003289305,0.0050654567,0.0033501852,0.050244821,0.093882504,0.022600346,0.000047170196,0.012631978,0.050471335,0.00043183052,0.013923286,0.0011365141,0.0022084979,0.0014176523,0.00000069088179,0.0000000000000000212177,0.0000037993691,0.0000064273414,0.0000043777911,0.000000046688094,0,0.000032033844,0.0000000054797033,-0.0000080439636,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42506854,0.17858293,-0.27999134,0.04977957
2175,11.47608,0,0.14625187,11.329828,11.587632,11.568229,11.303683,9.5865205,1.7433075,1.0357726,0.68138948,0.26454607,0.019403832,0.016928929,0.0057072643,0.00018814058,0.0032799033,0.0050616079,0.003347852,0.050225623,0.093808166,0.022602587,0.000046693811,0.012622068,0.050727241,0.00041511224,0.013650689,0.0011103814,0.00219399,0.0014160044,0.00000064026969,0.000000000000000017373131,0.0000034966567,0.000006091934,0.0000041408463,0.000000043049822,0,0.000031074028,0.0000000051084962,-0.0000081258036,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42495244,0.17847117,-0.27999134,0.04977957
2176,11.536832,0,0.18119062,11.355642,11.613695,11.594619,11.32987,9.6119961,1.7436459,1.0350725,0.68280166,0.26474862,0.019075894,0.016982107,0.0057284769,0.00018866058,0.0032706319,0.0050570874,0.0033453836,0.050204951,0.093730038,0.022604256,0.000046231513,0.012611121,0.050979674,0.00039899047,0.013382522,0.0010847631,0.0021795282,0.0014143528,0.00000059321028,0.000000000000000014221129,0.0000032176315,0.0000057761189,0.0000039163747,0.000000039689939,0,0.000030139827,0.0000000047617697,-0.0000082386411,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42482555,0.17834908,-0.27999134,0.04977957
2177,11.571358,0,0.19056187,11.380797,11.639109,11.620355,11.355413,9.6368833,1.7439137,1.0343429,0.6841866,0.2649426,0.018753765,0.017034561,0.0057493999,0.00018917343,0.0032614937,0.0050522573,0.0033428405,0.050183287,0.093650031,0.022605474,0.000045783275,0.012599663,0.051228635,0.00038346018,0.013118901,0.0010596672,0.0021651221,0.0014126986,0.00000054949266,0.00000000000000001163817,0.0000029605364,0.0000054781487,0.0000037037909,0.000000036588427,0,0.000029231234,0.0000000044380708,-0.0000083370173,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42469326,0.17822183,-0.27999134,0.04977957
2178,11.579715,0,0.17415125,11.405564,11.664135,11.645697,11.380565,9.6614046,1.7441594,1.033616,0.6855446,0.26513193,0.0184376,0.017086291,0.0057700333,0.00018967913,0.003252492,0.0050474736,0.0033402922,0.050161208,0.093570345,0.022606385,0.000045349146,0.012588256,0.051474126,0.00036851223,0.012859965,0.0010351038,0.0021507829,0.001411043,0.00000050891912,0.0000000000000000095254643,0.0000027237479,0.0000051930811,0.0000035025435,0.000000033726727,0,0.000028348307,0.0000000041360384,-0.0000084106523,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42456142,0.17809506,-0.27999134,0.04977957
2179,11.56023,0,0.13018687,11.430043,11.688863,11.670735,11.405415,9.6856202,1.7444228,1.0329189,0.68687594,0.26531999,0.018127507,0.017137297,0.0057903772,0.00019017768,0.00324363,0.005043009,0.0033378007,0.050139239,0.093492901,0.022607125,0.000044929135,0.012577361,0.051716148,0.00035413508,0.012605821,0.0010110796,0.0021365207,0.0014093873,0.00000047129507,0.0000000000000000077981289,0.0000025057435,0.0000049198143,0.0000033120946,0.000000031087336,0,0.000027490976,0.000000003854358,-0.0000084600657,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42443493,0.17797348,-0.27999134,0.04977957
2180,11.540335,0,0.086078125,11.454257,11.713304,11.69548,11.42997,9.7095102,1.7447468,1.0322787,0.68818092,0.2655103,0.017823615,0.01718758,0.0058104316,0.00019066909,0.0032349112,0.0050391168,0.0033354305,0.050117946,0.093419709,0.022607841,0.000044523282,0.012567436,0.051954701,0.00034032244,0.012356578,0.00098760158,0.0021223461,0.0014077327,0.00000043643568,0.0000000000000000063835632,0.0000023051101,0.0000046641081,0.0000031319309,0.00000002865395,0,0.000026659168,0.000000003591787,-0.0000084835026,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42431873,0.17786184,-0.27999134,0.04977957
2181,11.537481,0,0.059268125,11.478213,11.737466,11.71994,11.454237,9.7330781,1.7451349,1.0316991,0.6894598,0.26570353,0.017525843,0.017237138,0.0058301965,0.00019115336,0.0032263364,0.0050357944,0.0033331969,0.050097494,0.093351189,0.022608581,0.000044131333,0.012558534,0.052189788,0.0003270538,0.012112199,0.00096466282,0.0021082619,0.0014060796,0.00000040414667,0.0000000000000000052253384,0.0000021204908,0.000004424244,0.00000296152,0.00000002641078,0,0.000025852322,0.0000000033470677,-0.000008496603,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42421349,0.17776076,-0.27999134,0.04977957
2182,11.545011,0,0.043176875,11.501834,11.761278,11.744044,11.478146,9.7562708,1.7455632,1.0311628,0.69071285,0.26589781,0.017233943,0.017285972,0.005849672,0.00019163049,0.0032179038,0.0050328291,0.0033310681,0.050077658,0.093286275,0.022609294,0.000043752744,0.012550349,0.052421408,0.00031430146,0.011872518,0.00094224409,0.0020942631,0.0014044275,0.00000037423005,0.0000000000000000042769626,0.0000019505927,0.0000041951868,0.0000028003184,0.000000024342688,0,0.000025069451,0.0000000031189483,-0.0000085171676,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42411609,0.17766724,-0.27999134,0.04977957
2183,11.557346,0,0.032265625,11.52508,11.784705,11.767757,11.501666,9.7790706,1.7460094,1.030655,0.69194036,0.26609146,0.016947715,0.017334083,0.0058688581,0.00019210048,0.0032096115,0.0050300525,0.0033290152,0.050058229,0.09322401,0.022609933,0.000043387,0.012542621,0.052649563,0.00030204491,0.011637377,0.0009203276,0.0020803452,0.0014027759,0.00000034650492,0.0000000000000000035003999,0.0000017942305,0.0000039791843,0.0000026478155,0.000000022435799,0,0.000024309639,0.0000000029062729,-0.0000085470022,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42402384,0.17757869,-0.27999134,0.04977957
2184,11.573564,0,0.025655,11.547909,11.807708,11.791041,11.524757,9.8014465,1.7464625,1.030168,0.69314259,0.26628364,0.016667007,0.01738147,0.0058877548,0.00019256333,0.0032014584,0.0050273835,0.0033270236,0.050039109,0.093163891,0.022610479,0.000043033678,0.012535218,0.052874255,0.00029026169,0.011406663,0.0008988996,0.002066506,0.0014011246,0.00000032080898,0.0000000000000000028645535,0.0000016503248,0.0000037749041,0.0000025035388,0.000000020677494,0,0.000023572126,0.0000000027079872,-0.0000085819785,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42393535,0.17749377,-0.27999134,0.04977957
2185,11.642747,0,0.07252875,11.570218,11.830184,11.813793,11.547319,9.8233025,1.7469155,1.0296966,0.69431981,0.26647375,0.016391685,0.017428133,0.0059063621,0.00019301905,0.0031934437,0.0050247724,0.0033250829,0.050020233,0.093105564,0.022610918,0.000042692391,0.012528049,0.053095483,0.00027893113,0.011180279,0.00087794784,0.0020527438,0.0013994734,0.00000029699353,0.000000000000000002343964,0.0000015178855,0.0000035811585,0.0000023670447,0.000000019056194,0,0.000022856217,0.0000000025231159,-0.0000086201812,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42384966,0.17741156,-0.27999134,0.04977957
2186,11.738232,0,0.14625187,11.59198,11.852125,11.836004,11.569348,9.8446793,1.7473007,1.029196,0.69547227,0.2666563,0.016121312,0.017474071,0.0059246801,0.00019346764,0.0031855613,0.0050217684,0.003323094,0.050000787,0.09304586,0.022611048,0.00004236222,0.012520352,0.05331325,0.00026802647,0.010957899,0.00085743957,0.0020390428,0.0013978205,0.00000027489955,0.0000000000000000019176381,0.0000013959517,0.0000033967275,0.0000022378597,0.00000001756055,0,0.000022160536,0.0000000023506525,-0.0000086914532,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42375864,0.17732425,-0.27999134,0.04977957
2187,11.794304,0,0.18119062,11.613113,11.873458,11.857603,11.590775,9.8655411,1.7475719,1.028634,0.69660023,0.26682717,0.015855563,0.017519286,0.0059427088,0.0001939091,0.0031778061,0.0050180828,0.0033209806,0.049980129,0.092982371,0.022610706,0.000042042388,0.012511589,0.053527556,0.00025752053,0.010739267,0.00083734832,0.0020253909,0.0013961643,0.00000025438741,0.0000000000000000015684489,0.0000012836559,0.0000032205601,0.0000021155518,0.00000001618035,0,0.000021483949,0.0000000021896931,-0.0000087933221,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42365644,0.17722626,-0.27999134,0.04977957
2188,11.824201,0,0.19056187,11.633639,11.894195,11.878601,11.611611,9.8858665,1.7477725,1.0280405,0.69770396,0.26698977,0.015594577,0.017563777,0.0059604482,0.00019434343,0.0031701807,0.0050140767,0.0033188017,0.049958727,0.092916983,0.022610009,0.000041732922,0.012502284,0.053738403,0.00024740565,0.010524467,0.00081767947,0.0020117967,0.0013945061,0.00000023536,0.0000000000000000012825675,0.0000011802733,0.0000030553195,0.0000019997924,0.000000014907192,0,0.000020826405,0.0000000020395428,-0.0000088810484,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42354847,0.17712276,-0.27999134,0.04977957
2189,11.827928,0,0.17415125,11.653777,11.914545,11.899206,11.632058,9.9058265,1.7479505,1.027448,0.69878369,0.267148,0.015338478,0.017607543,0.0059778984,0.00019477064,0.0031626885,0.0050101075,0.0033166264,0.049937152,0.09285189,0.022609103,0.00004143393,0.012493,0.053945791,0.00023767514,0.010313607,0.00079844009,0.0019982707,0.0013928469,0.00000021772659,0.0000000000000000010486273,0.0000010851356,0.0000028966432,0.0000018902724,0.000000013733303,0,0.00002018791,0.0000000018995524,-0.0000089444105,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42344066,0.17701945,-0.27999134,0.04977957
2190,11.803843,0,0.13018687,11.673657,11.934625,11.919538,11.652233,9.9255089,1.7481481,1.026884,0.69983969,0.26730526,0.015087355,0.017650586,0.0059950593,0.00019519072,0.0031553326,0.0050064491,0.0033145158,0.049915921,0.092789016,0.022608122,0.000041145481,0.012484204,0.054149722,0.00022832601,0.010106766,0.00077963477,0.0019848222,0.0013911881,0.00000020139838,0.00000000000000000085726642,0.00000099761692,0.0000027439722,0.0000017866909,0.000000012651358,0,0.000019568378,0.0000000017690959,-0.0000089838916,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42333798,0.17692109,-0.27999134,0.04977957
2191,11.779405,0,0.086078125,11.693327,11.954477,11.939636,11.672171,9.9449228,1.7484042,1.0263755,0.70087219,0.26746502,0.014841302,0.017692905,0.0060119311,0.00019560369,0.0031481162,0.0050033541,0.0033125339,0.049895593,0.092730356,0.02260721,0.000040867675,0.012476352,0.054350196,0.00021934985,0.0099040272,0.00076126812,0.0019714612,0.0013895309,0.00000018629114,0.00000000000000000070079318,0.00000091713682,0.0000026001775,0.000001688761,0.000000011654541,0,0.000018967719,0.0000000016475822,-0.0000089978367,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42324541,0.17683243,-0.27999134,0.04977957
2192,11.772039,0,0.059268125,11.712771,11.974081,11.959481,11.691853,9.964045,1.748726,1.0259263,0.70188143,0.26762794,0.014600247,0.017734501,0.0060285137,0.00019600954,0.0031410403,0.0050008189,0.0033106949,0.04987632,0.092676319,0.022606416,0.000040600337,0.012469496,0.054547215,0.00021073261,0.0097053532,0.00074333401,0.00195819,0.0013878756,0.00000017231707,0.00000000000000000057286629,0.00000084313919,0.000002464383,0.0000015961859,0.000000010736264,0,0.000018385493,0.0000000015344146,-0.0000090017676,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42316359,0.1767541,-0.27999134,0.04977957
2193,11.775107,0,0.043176875,11.73193,11.993385,11.979021,11.711229,9.9828425,1.7490875,1.0255189,0.70286766,0.26779211,0.014363992,0.017775373,0.0060448072,0.00019640827,0.003134103,0.0049986296,0.003308966,0.049857866,0.092625823,0.022605684,0.000040343025,0.012463329,0.05474078,0.00020246079,0.009510602,0.00072581678,0.0019450039,0.0013862218,0.00000015938724,0.00000000000000000046827079,0.00000077509502,0.0000023357404,0.0000015086635,0.0000000098902163,0,0.000017820959,0.000000001429001,-0.0000090132793,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42308938,0.17668306,-0.27999134,0.04977957
2194,11.782983,0,0.032265625,11.750718,12.012309,11.998176,11.730221,10.001251,1.749467,1.0251383,0.70383112,0.26795581,0.014132366,0.017815521,0.0060608116,0.00019679989,0.0031273023,0.0049966166,0.0033073174,0.04984001,0.092577893,0.022604964,0.000040095319,0.012457589,0.054930892,0.00019451683,0.0093196415,0.00070870187,0.0019318984,0.0013845689,0.0000001474205,0.00000000000000000038274751,0.00000071251985,0.0000022134938,0.0000014259101,0.0000000091106229,0,0.000017273425,0.0000000013307949,-0.0000090341668,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42302004,0.1766167,-0.27999134,0.04977957
2195,11.794739,0,0.025655,11.769084,12.030804,12.016899,11.748781,10.019232,1.749852,1.0247768,0.70477203,0.26811817,0.013905237,0.017854945,0.0060765269,0.0001971844,0.0031206373,0.0049946984,0.0033057336,0.049822643,0.092532015,0.022604233,0.000039856884,0.012452143,0.055117552,0.00018688032,0.009132374,0.00069197795,0.0019188714,0.0013829167,0.0000001363441,0.00000000000000000031282025,0.00000065497294,0.0000020969823,0.0000013476634,0.0000000083922335,0,0.000016742315,0.0000000012392984,-0.0000090602991,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42295415,0.17655366,-0.27999134,0.04977957
2196,11.859605,0,0.07252875,11.787076,12.04892,12.035237,11.766959,10.036839,1.750237,1.024429,0.70569063,0.26827858,0.013682504,0.017893646,0.0060919532,0.0001975618,0.0031141069,0.0049928259,0.0033042037,0.049805689,0.092487829,0.022603477,0.000039627417,0.0124469,0.055300761,0.00017954264,0.0089487142,0.00067563488,0.0019059211,0.0013812651,0.00000012609152,0.0000000000000000002556478,0.00000060205045,0.0000019889966,0.0000012736773,0.0000000077302356,0,0.000016227103,0.0000000011540514,-0.0000090897278,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42289077,0.17649302,-0.27999134,0.04977957
2197,11.950761,0,0.14625187,11.804509,12.066488,12.053024,11.784592,10.053955,1.750554,1.0240503,0.70658715,0.26843154,0.013463811,0.017931623,0.0061070905,0.00019793209,0.0031077053,0.0049905505,0.0033026281,0.049788327,0.092442168,0.02260249,0.000039406118,0.012441103,0.05548052,0.00017248775,0.0087683968,0.00065964676,0.0018930329,0.0013796122,0.00000011659219,0.00000000000000000020889148,0.0000005533614,0.000001888576,0.0000012036903,0.0000000071199234,0,0.000015726779,0.0000000010745808,-0.0000091519293,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42282172,0.17642699,-0.27999134,0.04977957
2198,12.002479,0,0.18119062,11.821288,12.083425,12.070176,11.801603,10.070532,1.750756,1.0236086,0.7074618,0.26857295,0.013248884,0.017968876,0.0061219388,0.00019829528,0.0031014275,0.0049875863,0.0033009307,0.04976991,0.092392636,0.022601107,0.000039192315,0.012434217,0.05565683,0.00016569227,0.0085912097,0.0006439926,0.0018801952,0.0013779565,0.00000010778416,0.00000000000000000017064635,0.00000050855302,0.0000017915051,0.0000011374638,0.0000000065570633,0,0.000015240507,0.0000000010004618,-0.0000092443254,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42274119,0.17634998,-0.27999134,0.04977957
2199,12.02817,0,0.19056187,11.837608,12.099914,12.086876,11.81817,10.086721,1.750887,1.0231339,0.70831482,0.2687062,0.01303784,0.018005406,0.0061364981,0.00019865136,0.0030952759,0.0049842945,0.0032991698,0.049750898,0.092341113,0.022599444,0.000038986089,0.012426768,0.055829693,0.0001591509,0.0084172173,0.00062867602,0.0018674161,0.0013762991,0.000000099623838,0.00000000000000000013937634,0.00000046733029,0.0000016975084,0.0000010748154,0.0000000060381689,0,0.000014768228,0.00000000093136663,-0.0000093227429,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42265462,0.17626722,-0.27999134,0.04977957
2200,12.027712,0,0.17415125,11.85356,12.116036,12.103205,11.83437,10.102564,1.750996,1.0226589,0.70914643,0.26883517,0.012830787,0.018041211,0.0061507686,0.00019900035,0.0030892539,0.0049810313,0.0032974138,0.049731854,0.092289782,0.022597645,0.00003878759,0.012419316,0.055999109,0.00015286414,0.0082464996,0.00061370191,0.0018547051,0.0013746413,0.000000092070564,0.00000000000000000011382082,0.00000042942135,0.0000016097211,0.0000010155738,0.0000000055600155,0,0.000014309919,0.00000000086698918,-0.0000093772467,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42256796,0.17618439,-0.27999134,0.04977957
2201,11.999413,0,0.13018687,11.869227,12.131862,12.119234,11.850271,10.118103,1.751124,1.0222108,0.70995683,0.26896323,0.01262779,0.018076293,0.0061647501,0.00019934223,0.0030833643,0.0049780693,0.0032957234,0.049713287,0.092240554,0.022595842,0.000038596936,0.012412327,0.056165079,0.00014682614,0.0080791161,0.00059907326,0.001842071,0.0013729842,0.000000085084681,0.000000000000000000092943198,0.00000039457196,0.0000015275626,0.00000095957232,0.0000000051195689,0,0.000013865493,0.00000000080703482,-0.0000094083466,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42248619,0.17610627,-0.27999134,0.04977957
2202,11.970756,0,0.086078125,11.884678,12.147453,12.135024,11.865931,10.133368,1.75131,1.0218167,0.71074625,0.2690938,0.012428916,0.018110651,0.0061784427,0.00019967703,0.0030776105,0.0049756586,0.0032941614,0.049695744,0.092195404,0.022594178,0.000038414275,0.012406253,0.056327605,0.00014103108,0.0079151271,0.00058479304,0.0018295227,0.001371329,0.000000078628672,0.0000000000000000000758931,0.00000036254657,0.000001450509,0.00000090665199,0.0000000047140075,0,0.000013434861,0.00000000075122557,-0.0000094144864,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42241427,0.17603756,-0.27999134,0.04977957
2203,11.959215,0,0.059268125,11.899947,12.162843,12.150609,11.881381,10.148386,1.751561,1.0214801,0.71151489,0.26922752,0.012234103,0.018144286,0.0061918466,0.00020000472,0.0030719932,0.0049737936,0.0032927413,0.049679368,0.092154723,0.022592696,0.00003823949,0.012401142,0.056486688,0.00013546952,0.007754498,0.00057085593,0.0018170623,0.0013696762,0.000000072663684,0.000000000000000000061970565,0.00000033311989,0.0000013780501,0.00000085664909,0.0000000043406081,0,0.000013017685,0.00000000069928165,-0.0000094110269,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42235283,0.17597888,-0.27999134,0.04977957
2204,11.958153,0,0.043176875,11.914976,12.177978,12.165934,11.896572,10.163125,1.751851,1.0211835,0.71226297,0.26936245,0.012043179,0.018177198,0.0062049616,0.00020032533,0.0030665105,0.0049722602,0.0032914298,0.049663913,0.092117422,0.022591341,0.000038072218,0.012396688,0.056642328,0.00013012906,0.0075971096,0.00055724934,0.0018046853,0.0013680252,0.000000067150596,0.000000000000000000050600865,0.00000030607797,0.0000013063164,0.00000080939732,0.0000000039967676,0,0.000012613414,0.00000000065092618,-0.0000094152863,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42229867,0.17592716,-0.27999134,0.04977957
2205,11.96194,0,0.032265625,11.929674,12.192773,12.180917,11.91142,10.177518,1.752156,1.0209119,0.71299069,0.26949686,0.011856012,0.018209386,0.0062177878,0.00020063885,0.0030611606,0.0049708892,0.0032901968,0.049649152,0.092082524,0.02259006,0.000037912113,0.012392629,0.056794527,0.0001250034,0.0074428517,0.00054396157,0.0017923875,0.0013663754,0.000000062053754,0.000000000000000000041315275,0.00000028122511,0.0000012385972,0.00000076474067,0.0000000036801047,0,0.000012221537,0.00000000060590385,-0.0000094289591,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42224906,0.1758798,-0.27999134,0.04977957
2206,11.969652,0,0.025655,11.943997,12.207186,12.195514,11.925884,10.191528,1.752469,1.0206573,0.71369826,0.26962987,0.0116725,0.01824085,0.0062303253,0.00020094528,0.0030559424,0.0049695997,0.0032890263,0.049634967,0.09204951,0.022588826,0.000037758906,0.012388831,0.056943286,0.00012008237,0.0072916416,0.00053098342,0.0017801665,0.0013647268,0.000000057341219,0.000000000000000000033731766,0.00000025838335,0.0000011744735,0.00000072253495,0.0000000033884562,0,0.000011841624,0.00000000056398211,-0.0000094479441,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42220257,0.17583541,-0.27999134,0.04977957
2207,12.030449,0,0.07252875,11.95792,12.221197,12.209704,11.939943,10.205143,1.752777,1.0204146,0.71438588,0.26976086,0.011492552,0.018271592,0.006242574,0.00020124463,0.003050855,0.0049683428,0.0032879071,0.049621278,0.092018016,0.022587625,0.000037612358,0.012385206,0.057088606,0.00011535658,0.0071434068,0.00051830666,0.001768021,0.001363079,0.000000052983813,0.000000000000000000027538518,0.00000023738982,0.0000011135729,0.00000068264497,0.0000000031198407,0,0.000011473281,0.00000000052494628,-0.0000094703225,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42215825,0.1757931,-0.27999134,0.04977957
2208,12.117572,0,0.14625187,11.97132,12.234695,12.223379,11.953495,10.218302,1.753018,1.0201392,0.71505375,0.26988434,0.011315872,0.018301609,0.0062545341,0.00020153689,0.0030458925,0.0049666728,0.0032867399,0.049607259,0.09198489,0.022586248,0.00003747176,0.012380999,0.057230487,0.00011081207,0.0069979315,0.00050591096,0.0017559369,0.0013614303,0.000000048950804,0.000000000000000000022479248,0.00000021808712,0.000001055514,0.00000064492754,0.0000000028723244,0,0.000011115778,0.0000000004885763,-0.0000095251814,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42210793,0.17574509,-0.27999134,0.04977957
2209,12.16531,0,0.18119062,11.98412,12.247616,12.236473,11.966477,10.230976,1.753144,1.0197992,0.71570207,0.26999622,0.011142248,0.018330903,0.0062662055,0.00020182208,0.0030410499,0.004964306,0.0032854485,0.049592258,0.091947746,0.022584529,0.000037336515,0.01237568,0.057368932,0.00010643699,0.0068550426,0.00049377983,0.0017439036,0.0013597792,0.000000045215204,0.000000000000000000018345464,0.00000020033331,0.000000999969,0.00000060925204,0.0000000026441681,0,0.000010768505,0.00000000045467464,-0.0000096099252,0.00058028908,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42204581,0.17568581,-0.27999134,0.04977957
